Object ID,CNN ID,Street Name,Street Type,Supervisor District,Layer Input,Collection Method,Parking Supply,Year,Last Edited Date,Geom
126,7990201,LAGUNA HONDA,BLVD,07,STREETS,FIELD,0,2013,,"LINESTRING (-122.45963893440046 37.74894660990408, -122.45962415447102 37.74885353156588, -122.45895480761263 37.748206214857866, -122.45882937346738 37.7480450548524, -122.45879915895358 37.74781683947148, -122.45886989740245 37.74766200578758, -122.45915991552977 37.747393598257695, -122.45918759244684 37.74729125861002)"
127,7990101,LAGUNA HONDA,BLVD,07,STREETS,FIELD,0,2013,,"LINESTRING (-122.45963893440046 37.74894660990408, -122.45950988522306 37.74892331050005, -122.458867524625 37.74826403677527, -122.45867533517934 37.74804290903142, -122.4586483882773 37.74777394519316, -122.45872547623765 37.747610291174425, -122.45903031135498 37.74731070027126, -122.45918759244684 37.74729125861002)"
128,443000,09TH,AVE,07,STREETS,FIELD,11,2013,,"LINESTRING (-122.46519081063003 37.748011647720546, -122.46524382877628 37.74789318988816, -122.4653286795133 37.74764265117786)"
129,8620000,MAGELLAN,AVE,07,STREETS,FIELD,34,2013,,"LINESTRING (-122.46234577469502 37.74588398425772, -122.46417433826747 37.74444959522063)"
130,4414000,CORTES,AVE,07,STREETS,FIELD,14,2013,,"LINESTRING (-122.4662414324383 37.744972584379404, -122.46615143211814 37.74428563269328)"
131,4924000,DORANTES,AVE,07,STREETS,FIELD,25,2010,,"LINESTRING (-122.4662414324383 37.744972584379404, -122.46752169844376 37.744870358964356)"
132,10075000,PACHECO,ST,07,STREETS,FIELD,5,2013,,"LINESTRING (-122.46139431559973 37.745574435692106, -122.46166433661185 37.74579045398062)"
133,8487000,LOPEZ,AVE,07,STREETS,FIELD,9,2010,,"LINESTRING (-122.46270038528176 37.748518751000695, -122.4627310000051 37.748392191444026, -122.4631548693416 37.748112615996384)"
134,11978000,SOTELO,AVE,07,STREETS,FIELD,18,2013,,"LINESTRING (-122.4631548693416 37.748112615996384, -122.46377477221651 37.74861195380433)"
135,11493000,SAN MARCOS,AVE,07,STREETS,FIELD,11,2013,,"LINESTRING (-122.46358533170205 37.74591678669746, -122.46419021258401 37.74640890766792)"
136,4735000,DEWEY,BLVD,07,STREETS,FIELD,48,2013,,"LINESTRING (-122.46139431559973 37.745574435692106, -122.46369921388913 37.743754348271445)"
137,11965000,SOLA,AVE,07,STREETS,FIELD,15,2013,,"LINESTRING (-122.45998521947418 37.74775725797378, -122.46082483238679 37.748081861566334)"
138,10078000,PACHECO,ST,07,STREETS,FIELD,15,2013,,"LINESTRING (-122.4617888836443 37.74732627505838, -122.46234646074892 37.747781643099145)"
139,10079000,PACHECO,ST,07,STREETS,FIELD,17,2010,,"LINESTRING (-122.46234646074892 37.747781643099145, -122.46245036504179 37.747869595116924, -122.46257415458807 37.748092125528686, -122.462618294913 37.748334699114665, -122.46270038528176 37.748518751000695)"
140,10508000,PLAZA,ST,07,STREETS,FIELD,8,2013,,"LINESTRING (-122.46006375325213 37.74870006823205, -122.45963893440046 37.74894660990408)"
141,7989201,LAGUNA HONDA,BLVD,07,STREETS,FIELD,5555,2010,,"LINESTRING (-122.4615368220308 37.75150850024167, -122.46151667200128 37.751403915397184, -122.4611439448596 37.75092308617843, -122.46065981777373 37.74991052645437, -122.4605013195144 37.74971516415536, -122.45974399550273 37.74898325425488, -122.45963893440046 37.74894660990408)"
142,7989101,LAGUNA HONDA,BLVD,07,STREETS,FIELD,24,2010,,"LINESTRING (-122.4615368220308 37.75150850024167, -122.46143145894938 37.751451172030876, -122.46105300028847 37.75096294961287, -122.46056478128794 37.74994389396032, -122.46041589669274 37.74976199189074, -122.45965214363709 37.749024243854066, -122.45963893440046 37.74894660990408)"
143,12384000,TARAVAL,ST,07,STREETS,FIELD,2,2013,,"LINESTRING (-122.46582020889304 37.74357898860796, -122.46605640652135 37.74356032089713)"
144,12383000,TARAVAL,ST,07,STREETS,FIELD,14,2010,,"LINESTRING (-122.46475001707566 37.74366356475579, -122.46582020889304 37.74357898860796)"
145,12385000,TARAVAL,ST,07,STREETS,FIELD,13,2013,,"LINESTRING (-122.46605640652135 37.74356032089713, -122.46687271572894 37.74349580010198)"
146,12382000,TARAVAL,ST,07,STREETS,FIELD,13,2013,,"LINESTRING (-122.46369921388913 37.743754348271445, -122.46475001707566 37.74366356475579)"
147,8621000,MAGELLAN,AVE,07,STREETS,FIELD,31,2013,,"LINESTRING (-122.46417433826747 37.74444959522063, -122.46615143211814 37.74428563269328)"
148,8622000,MAGELLAN,AVE,07,STREETS,FIELD,31,2013,,"LINESTRING (-122.46615143211814 37.74428563269328, -122.46814644021056 37.74412871151722)"
149,3777000,CASTENADA,AVE,07,STREETS,FIELD,38,2013,,"LINESTRING (-122.46574606921575 37.745695276667746, -122.46731890274036 37.745569850744594, -122.46737642781991 37.74559681049618, -122.46744307655936 37.74575226148425, -122.46758126537382 37.74585152117938, -122.46769458945482 37.745866722580416, -122.46780525570435 37.74582759154723)"
150,8684000,MARCELA,AVE,07,STREETS,FIELD,28,2013,,"LINESTRING (-122.46082483238679 37.748081861566334, -122.46096308267514 37.74790466119881, -122.46167152614805 37.747345336792506, -122.4617888836443 37.74732627505838)"
151,8616201,MAGELLAN,AVE,07,STREETS,FIELD,17,2013,,"LINESTRING (-122.4619542180122 37.74900167505365, -122.46185397368818 37.749050521541726, -122.46096525522778 37.7490581667636, -122.4607698286164 37.74904955478874, -122.46051977361472 37.74900285062191, -122.46029671697788 37.74890782530735, -122.46016834574262 37.74882917624232, -122.46007503399265 37.748748382975435, -122.46006375325213 37.74870006823205)"
152,10077000,PACHECO,ST,07,STREETS,FIELD,20,2013,,"LINESTRING (-122.46172325466806 37.746366452528235, -122.46187332336535 37.74690539980671, -122.46189013745203 37.74711681705206, -122.4617888836443 37.74732627505838)"
153,4921000,DORANTES,AVE,07,STREETS,FIELD,15,2013,,"LINESTRING (-122.46234577469502 37.74588398425772, -122.46313576360014 37.74602349362715, -122.46333310040961 37.746028443177046, -122.4634927666493 37.74598253548376, -122.46358533170205 37.74591678669746)"
154,11587000,SANTA RITA,AVE,07,STREETS,FIELD,19,2013,,"LINESTRING (-122.46377477221651 37.74861195380433, -122.46392629705761 37.74844647266991, -122.46418033284604 37.74813141333637, -122.46439050136861 37.74779492701125)"
155,10076000,PACHECO,ST,07,STREETS,FIELD,2,2013,,"LINESTRING (-122.46166433661185 37.74579045398062, -122.46166008582593 37.745849463406685, -122.46173288545477 37.74591669993383, -122.4617843532123 37.746040660808234, -122.4617908735541 37.746191541684816, -122.46172325466806 37.746366452528235)"
156,4923000,DORANTES,AVE,07,STREETS,FIELD,21,2013,,"LINESTRING (-122.46462130817879 37.74510295907455, -122.4662414324383 37.744972584379404)"
157,13466000,WAWONA,ST,07,STREETS,FIELD,50,2013,,"LINESTRING (-122.46582020889304 37.74357898860796, -122.46673513642106 37.74142674023193, -122.46672796242338 37.74132866443257)"
158,8306000,LENOX,WAY,07,STREETS,FIELD,36,2013,,"LINESTRING (-122.46475001707566 37.74366356475579, -122.46485076270817 37.74279774188534, -122.46487121761315 37.74266320743549, -122.46493097076326 37.742511845966725, -122.46500692408866 37.742414717182704)"
159,539000,12TH,AVE,07,STREETS,FIELD,15,2013,,"LINESTRING (-122.46814644021056 37.74412871151722, -122.46808651002418 37.74338888448271)"
160,5638002,FOERSTER,ST,07,STREETS,FIELD,5,2013,,"LINESTRING (-122.44886022195469 37.728721149489516, -122.44886264915598 37.72907753511276)"
161,5638001,FOERSTER,ST,07,STREETS,FIELD,6,2013,,"LINESTRING (-122.44885780957533 37.72836701577545, -122.44886022195469 37.728721149489516)"
162,9710000,NORTHWOOD,DR,07,STREETS,FIELD,13,2013,,"LINESTRING (-122.45960948247954 37.729576890985506, -122.45982595595811 37.72932274750134, -122.45992463339 37.729119409209176, -122.46001569920148 37.72874437566105)"
163,9711000,NORTHWOOD,DR,07,STREETS,FIELD,33,2013,,"LINESTRING (-122.4582315758488 37.73010004261852, -122.4584509776266 37.730093758627454, -122.45871524177798 37.73005859731298, -122.45898625270328 37.72996988465435, -122.45929646588024 37.729820602786006, -122.45952885271832 37.72965965934083, -122.45960948247954 37.729576890985506)"
164,9712000,NORTHWOOD,DR,07,STREETS,FIELD,32,2013,,"LINESTRING (-122.45683853793 37.729572968699784, -122.45698708031156 37.72970466413035, -122.45723403015474 37.729864117346665, -122.45748794232838 37.72997811250124, -122.45784134216049 37.730074260523565, -122.45804393072784 37.7300984227303, -122.4582315758488 37.73010004261852)"
165,9713000,NORTHWOOD,DR,07,STREETS,FIELD,6,2013,,"LINESTRING (-122.45643635816633 37.729009386508196, -122.45659652820797 37.72928201861645, -122.45678447809514 37.72952504057291, -122.45683853793 37.729572968699784)"
166,8885000,MAYWOOD,DR,07,STREETS,FIELD,70,2013,,"LINESTRING (-122.462508430688 37.73481115961599, -122.46240418429943 37.73460814863887, -122.46234341865292 37.7344310889628, -122.46232761857786 37.734046363732546, -122.46230140330901 37.73390202369904, -122.462214487125 37.73379662838278, -122.46202665499143 37.733692913589536, -122.4619055129825 37.73356582847155, -122.46174509399968 37.733225710550116, -122.46174551793887 37.73304433049478, -122.46184911619629 37.73291680425367, -122.46202652383772 37.732838169919745, -122.46213104820201 37.7327607482295, -122.46215065274141 37.732653578827666, -122.4621146643725 37.73256514272291, -122.46180951160292 37.73234456472809, -122.46169117058781 37.73219422783186)"
167,11161000,ROSEWOOD,DR,07,STREETS,FIELD,54,2013,,"LINESTRING (-122.46156425764966 37.73475879908575, -122.46142611673183 37.734732190055595, -122.46106739333779 37.73463877712439, -122.46075241659781 37.73445108182021, -122.46027765056196 37.733941200752824, -122.46022568133274 37.73385150421954, -122.4600674937241 37.73334949118158, -122.46008723061767 37.73321245856478, -122.46018252038182 37.733062583626676, -122.4603545851746 37.73289119671543, -122.46044220939197 37.732634367397104)"
168,4280000,COLON,AVE,07,STREETS,FIELD,31,2013,,"LINESTRING (-122.45662071324364 37.73119267061257, -122.4567866486979 37.732131398816826, -122.4568945074383 37.732439045179646)"
169,8660000,MANGELS,AVE,07,STREETS,FIELD,12,2013,,"LINESTRING (-122.4568945074383 37.732439045179646, -122.4577017045289 37.73218374283439)"
170,13753000,YERBA BUENA,AVE,07,STREETS,FIELD,23,2013,,"LINESTRING (-122.45907711654387 37.73365000624963, -122.45890381826607 37.73331750425323, -122.45876572178037 37.73297256016802, -122.45862694131874 37.73254814045698)"
171,10533000,PLYMOUTH,AVE,07,STREETS,FIELD,21,2013,,"LINESTRING (-122.4577017045289 37.73218374283439, -122.45778599128069 37.73229078294698, -122.45795673225918 37.7324410089642, -122.45820431099368 37.73254031422671, -122.4584274078766 37.73256658185796, -122.45862694131874 37.73254814045698)"
172,11293000,SAINT ELMO,WAY,07,STREETS,FIELD,36,2013,,"LINESTRING (-122.45971442824363 37.7318907488968, -122.45994071536416 37.7316986388998, -122.4600657727612 37.73153420054914, -122.46018812271882 37.73126709275885, -122.46032008422786 37.73108585472208, -122.46045683608264 37.73095447769858, -122.4605705756433 37.730801223920594, -122.46063350647832 37.730635459313454, -122.46058655268982 37.73043992253307)"
173,3112000,BRENTWOOD,AVE,07,STREETS,FIELD,22,2013,,"LINESTRING (-122.46044220939197 37.732634367397104, -122.46059639949105 37.732630484022096, -122.4608419057045 37.732581880135726, -122.46110901381994 37.73250175335418, -122.46136396974444 37.73238621426408, -122.46169117058781 37.73219422783186)"
174,3111000,BRENTWOOD,AVE,07,STREETS,FIELD,36,2013,,"LINESTRING (-122.45907711654387 37.73365000624963, -122.45923529004085 37.73349118989881, -122.45928987243605 37.73338686227576, -122.45930667746254 37.73323351941161, -122.45935865121145 37.73312589516396, -122.45947533757926 37.73301279303051, -122.46002242350839 37.732710629452136, -122.46021679058875 37.73264676269408, -122.46044220939197 37.732634367397104)"
175,5487000,FERNWOOD,DR,07,STREETS,FIELD,16,2013,,"LINESTRING (-122.46044220939197 37.732634367397104, -122.46047044872815 37.732320953658785, -122.46055859547603 37.732047926682974, -122.46057256414606 37.73192344585317)"
176,9285201,MONTEREY,BLVD,07,STREETS,FIELD,13,2013,,"LINESTRING (-122.46058655268982 37.73043992253307, -122.46066870006915 37.7303997655109, -122.46095237329965 37.730216822812054, -122.4613540915787 37.730080736723004, -122.46164109252423 37.73005858171539, -122.46174981480631 37.730026968526445)"
177,9286201,MONTEREY,BLVD,07,STREETS,FIELD,31,2013,,"LINESTRING (-122.46174981480631 37.730026968526445, -122.4618300112885 37.73006872646364, -122.46207546785779 37.73009380545303, -122.46237629514893 37.73020177180401, -122.46327256233151 37.73072486576712, -122.46343430734319 37.7308921581736, -122.46350586254233 37.731074617099864, -122.46372511225746 37.73165080623401, -122.4640119711488 37.732033893610755, -122.46412093135434 37.73205792273877)"
178,9287101,MONTEREY,BLVD,07,STREETS,FIELD,3,2013,,"LINESTRING (-122.46412093135434 37.73205792273877, -122.46420434317182 37.7320765990003, -122.46440938844671 37.73222817801046, -122.46443303152967 37.73228864315653)"
179,13637000,WILDWOOD,WAY,07,STREETS,FIELD,14,2013,,"LINESTRING (-122.45904671427336 37.727589145449194, -122.45989061484688 37.72759178473911)"
180,13048000,VALDEZ,AVE,07,STREETS,FIELD,27,2013,,"LINESTRING (-122.4549750171974 37.73011513461727, -122.45511790582057 37.73042762035664, -122.45533956282465 37.7308166695455, -122.4557757702839 37.73135374131793)"
181,7689000,JUDSON,AVE,07,STREETS,FIELD,45,2013,,"LINESTRING (-122.44885785574262 37.728373882387295, -122.45112577481898 37.72836248869994)"
182,5049000,EASTWOOD,DR,07,STREETS,FIELD,31,2013,,"LINESTRING (-122.45739495383506 37.727591983772314, -122.45736745333731 37.728072559515304, -122.45730730482438 37.72850719478, -122.45725760118434 37.72871074458255, -122.45730114773758 37.7289316556967, -122.45742794466672 37.72911424483037, -122.45750460820217 37.7291904896207)"
183,7690000,JUDSON,AVE,07,STREETS,FIELD,18,2013,,"LINESTRING (-122.45112577481898 37.72836248869994, -122.45184501188302 37.72835665273329, -122.45234108293887 37.72830843091534)"
184,5434000,FAXON,AVE,07,STREETS,FIELD,32,2013,,"LINESTRING (-122.45994338043334 37.72971156665314, -122.45989161944539 37.72988944060082, -122.45979701937594 37.730114477558665, -122.45957692709715 37.73037352523101, -122.45936537284456 37.730520699299696, -122.45920636058155 37.7306078928206)"
185,9079201,MIRAMAR,AVE,07,STREETS,FIELD,5,2013,,"LINESTRING (-122.4582315758488 37.73010004261852, -122.45817818324242 37.73018058546111, -122.45818212467518 37.73072258393693, -122.45823571560784 37.730782319967226)"
186,12893000,FAXON,AVE,07,STREETS,FIELD,3,2010,,"LINESTRING (-122.45920636058155 37.7306078928206, -122.45925800750284 37.73077984430133)"
187,5435000,FAXON,AVE,07,STREETS,FIELD,6,2013,,"LINESTRING (-122.45920636058155 37.7306078928206, -122.45870215170869 37.730756457786924)"
188,9077201,MIRAMAR,AVE,07,STREETS,FIELD,18,2013,,"LINESTRING (-122.45821834873865 37.727590208218416, -122.45816446720394 37.72772899868204, -122.45817069102708 37.729369328064664, -122.458227941019 37.729448940334564)"
189,12892000,PLYMOUTH,AVE,07,STREETS,FIELD,3,2013,,"LINESTRING (-122.45745897203226 37.73069257403417, -122.45752782356774 37.730788809957474, -122.45754039939999 37.73088861249727, -122.45748745534398 37.73100243273361)"
190,9283201,MONTEREY,BLVD,07,STREETS,FIELD,18,2010,,"LINESTRING (-122.45662071324364 37.73119267061257, -122.45668621926916 37.731207118128985, -122.45736840024557 37.7310573878721, -122.45748745534398 37.73100243273361)"
191,19799000,CLOUD,CIR,07,PRIVATE,FIELD,34,2013,,"LINESTRING (-122.44989237167005 37.72663091135295, -122.450201839663 37.72677567161137, -122.45039213644817 37.72683318853629, -122.45056343280918 37.72685176573612, -122.45163314877789 37.72684832498015, -122.45182176284504 37.726841629535116, -122.45208516489569 37.7267730308932)"
192,19801000,SCIENCE,CIR,07,PRIVATE,FIELD,31,2013,,"LINESTRING (-122.45208516489569 37.7267730308932, -122.45187062143863 37.726648115178556, -122.45177813839713 37.726549724311994, -122.45163239172246 37.72630590267767, -122.45155066692027 37.72593254980286, -122.4515354957124 37.725525975393836, -122.45159474145434 37.72521452513113, -122.45166072469283 37.724988606319705, -122.45172381218956 37.72482340363172, -122.45189631454383 37.72454575828804)"
193,19798000,CLOUD,CIR,07,PRIVATE,FIELD,44,2013,,"LINESTRING (-122.45189631454383 37.72454575828804, -122.45067377799862 37.72454816459652, -122.4504000874483 37.72456697170273, -122.45014137233689 37.724642627770564, -122.4498675838992 37.72482915977174, -122.44966849005581 37.72512151398003, -122.44952536948745 37.72549145408229, -122.4495422116187 37.72596223524902, -122.44974720160297 37.72640849119113, -122.44989237167005 37.72663091135295)"
194,19805000,WEST, ,07,PRIVATE,FIELD,22,2013,,"LINESTRING (-122.44801969632542 37.72669896587767, -122.44801482834842 37.72719726728279, -122.4481835028629 37.727458559302086)"
195,19804000,WEST,RD,07,PRIVATE,FIELD,8,2013,,"LINESTRING (-122.4479904789861 37.72455331517811, -122.44798794070411 37.72479959141827, -122.44801969632542 37.72669896587767)"
196,19811000,MARSTON,AVE,07,PRIVATE,FIELD,0,2013,,"LINESTRING (-122.4481835028629 37.727458559302086, -122.44857692323382 37.72754840329563, -122.44887365469411 37.7275506354092, -122.44916457930405 37.727502997726305, -122.4494491408486 37.72738409074901, -122.44989237167005 37.72663091135295)"
197,4590000,DARIEN,WAY,07,STREETS,FIELD,22,2013,,"LINESTRING (-122.46610617536638 37.73205745349769, -122.46589764285766 37.7320813444122, -122.46556690916469 37.732062757323625, -122.465402244573 37.73200825262004, -122.46505759439968 37.73176112814399)"
198,4591000,DARIEN,WAY,07,STREETS,FIELD,20,2013,,"LINESTRING (-122.46505759439968 37.73176112814399, -122.46479393926056 37.731562446904995, -122.46458215829836 37.73128368891528, -122.46442478928108 37.73093075125741)"
199,13586000,WESTGATE,DR,07,STREETS,FIELD,19,2013,,"LINESTRING (-122.46442478928108 37.73093075125741, -122.46387193992584 37.731480083341545, -122.4637686967217 37.73153199212217)"
200,13635000,WILDWOOD,WAY,07,STREETS,FIELD,16,2013,,"LINESTRING (-122.45739495383506 37.727591983772314, -122.45821834873865 37.727590208218416)"
